InventoryConsignmentOwnerKey,ConsignmentOwnerCode,SupplierKey,CustomerKey,ConsignmentOwnerName,OwnershipStartDate,RequiresSegregation,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
112,ICO000112,267,370,Casey Martin,2020-04-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,080c91f05e085ff68d05c3dbe6c1ef7d080c91f05e085ff68d05c3dbe6c1ef7d
113,ICO000113,120,410,Devon Adams,2020-04-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb58a38723195ba795b1336f152d9e6bfb58a38723195ba795b1336f152d9e6b
114,ICO000114,43,123,Emerson Patel,2020-04-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,169aea01d8de5066bf45b4d00cf02a84169aea01d8de5066bf45b4d00cf02a84
115,ICO000115,397,161,Devon Garcia,2020-04-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c555b6683045fe398cad0d0fc9387388c555b6683045fe398cad0d0fc938738
116,ICO000116,490,215,Emerson Singh,2020-04-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4898eadee70f5bf19c202e60ca99afed4898eadee70f5bf19c202e60ca99afed
117,ICO000117,30,303,Taylor Martin,2020-04-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e98c5d8b808c5b16a896d6be66789a3ee98c5d8b808c5b16a896d6be66789a3e
118,ICO000118,131,406,Quinn Bennett,2020-04-28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0bea8d20ded57cd9b59f41fe1d680f7a0bea8d20ded57cd9b59f41fe1d680f7
119,ICO000119,-1,-1,Quinn Garcia,2020-04-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b50d8a4d7c775f9ba78aab60a03b6dcbb50d8a4d7c775f9ba78aab60a03b6dcb
120,ICO000120,244,348,Devon Evans,2020-04-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3f9c01049b45088aa96b8fbfd64f958d3f9c01049b45088aa96b8fbfd64f958
121,ICO000121,158,300,Alex Martin,2020-05-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d16290eb5655e378d22d51cbf59c10e1d16290eb5655e378d22d51cbf59c10e
122,ICO000122,80,419,Casey Diaz,2020-05-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1458a2e4ec245491a28c8c701218df2a1458a2e4ec245491a28c8c701218df2a
123,ICO000123,139,67,Quinn Martin,2020-05-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c39949659f75d3985ef2a3d3751e68f6c39949659f75d3985ef2a3d3751e68f
124,ICO000124,8,425,Taylor Reed,2020-05-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc7cc65a9735523596235cd381fb3b27fc7cc65a9735523596235cd381fb3b27
125,ICO000125,181,275,Morgan Chen,2020-05-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afaff052ba925dbfb4530fe3b7cb8e18afaff052ba925dbfb4530fe3b7cb8e18
126,ICO000126,471,244,Emerson Hughes,2020-05-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cf2f16b9ba850c28c8970292507de092cf2f16b9ba850c28c8970292507de09
127,ICO000127,336,152,Harper Reed,2020-05-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,757f55123aaa50dfb404a5f5c27e4a7e757f55123aaa50dfb404a5f5c27e4a7e
128,ICO000128,57,285,Taylor Khan,2020-05-08,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b7394625d5f5b63b3f3ccc2cc5427a20b7394625d5f5b63b3f3ccc2cc5427a2
129,ICO000129,10,153,Taylor Chen,2020-05-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2b45b3dd190524fa30672d8d199d03ce2b45b3dd190524fa30672d8d199d03c
130,ICO000130,210,8,Harper Chen,2020-05-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7643674b7e365776b9e41a96400847df7643674b7e365776b9e41a96400847df
131,ICO000131,178,231,Alex Garcia,2020-05-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d050cc3462ee56b99c8af882be674a33d050cc3462ee56b99c8af882be674a33
132,ICO000132,401,350,Quinn Garcia,2020-05-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,700938b277cc50b2ac802485b161a8ec700938b277cc50b2ac802485b161a8ec
133,ICO000133,261,344,Quinn Adams,2020-05-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1edc706bbb2b5e0bb1533bbb9fb873871edc706bbb2b5e0bb1533bbb9fb87387
134,ICO000134,129,27,Quinn Singh,2020-05-14,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6451cc0e2a1b559ca39dce0049e7ee256451cc0e2a1b559ca39dce0049e7ee25
135,ICO000135,220,187,Casey Patel,2020-05-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42814f36886a5e16b5e4042bc9c6bdeb42814f36886a5e16b5e4042bc9c6bdeb
136,ICO000136,-1,-1,Harper Chen,2020-05-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05df626a3a525bbb9988ee536843b4a605df626a3a525bbb9988ee536843b4a6
137,ICO000137,212,384,Morgan Evans,2020-05-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74fd63b656735793ab69f428deeff8a574fd63b656735793ab69f428deeff8a5
138,ICO000138,360,308,Devon Garcia,2020-05-18,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0be667041ce552a2acc6a72eb3041ac40be667041ce552a2acc6a72eb3041ac4
139,ICO000139,145,89,Morgan Evans,2020-05-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dcb98b7cb1d5e999c5abf99e229d6ea6dcb98b7cb1d5e999c5abf99e229d6ea
140,ICO000140,498,282,Devon Khan,2020-05-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c5968818b96540a918de6115807b4c03c5968818b96540a918de6115807b4c0
141,ICO000141,1,313,Casey Adams,2020-05-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36a0ea0222ff552a90088ec0d0cf6b0d36a0ea0222ff552a90088ec0d0cf6b0d
142,ICO000142,151,486,Alex Chen,2020-05-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74358304952f51738276fe8f4d5825cf74358304952f51738276fe8f4d5825cf
143,ICO000143,255,359,Finley Khan,2020-05-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1116acb384a1540e8905f2c55d1493111116acb384a1540e8905f2c55d149311
144,ICO000144,299,459,Alex Martin,2020-05-24,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2f55583a0615bb286791077e6c3bf84c2f55583a0615bb286791077e6c3bf84
145,ICO000145,221,103,Casey Garcia,2020-05-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20a8d2d775cd533e9c15e2972784521420a8d2d775cd533e9c15e29727845214
146,ICO000146,318,420,Harper Bennett,2020-05-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de97692926f35b049a46e905f9f7e473de97692926f35b049a46e905f9f7e473
147,ICO000147,264,468,Alex Evans,2020-05-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4daed89d01945abd92155f9f13cf13314daed89d01945abd92155f9f13cf1331
148,ICO000148,407,95,Taylor Patel,2020-05-28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f4ec8bdc3f458fe9730b720227cdb707f4ec8bdc3f458fe9730b720227cdb70
149,ICO000149,417,412,Emerson Bennett,2020-05-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,420a61c55c635f889649497cd2e1b988420a61c55c635f889649497cd2e1b988
150,ICO000150,404,430,Morgan Evans,2020-05-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f0f6062cadc5bb08b6de71217e569428f0f6062cadc5bb08b6de71217e56942
151,ICO000151,439,431,Harper Hughes,2020-05-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21f1afa060275acb97794c1fbc460ec121f1afa060275acb97794c1fbc460ec1
152,ICO000152,412,405,Morgan Evans,2020-06-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d854dbd0ba456c5939d673831ea14dd1d854dbd0ba456c5939d673831ea14dd
153,ICO000153,-1,-1,Morgan Khan,2020-06-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34a8d1a81b445f40af8998c34013c68e34a8d1a81b445f40af8998c34013c68e
154,ICO000154,197,335,Jordan Chen,2020-06-03,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3eb0439e34a5513bbf19c38e3d37ca023eb0439e34a5513bbf19c38e3d37ca02
155,ICO000155,1,460,Emerson Singh,2020-06-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67c99092824854e284e06541fb02462b67c99092824854e284e06541fb02462b
156,ICO000156,283,182,Jordan Diaz,2020-06-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,908a875bdb7752509c52a1dc92865226908a875bdb7752509c52a1dc92865226
157,ICO000157,130,290,Morgan Adams,2020-06-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccd291d75a64544fa014466c57ef96c1ccd291d75a64544fa014466c57ef96c1
158,ICO000158,323,5,Emerson Garcia,2020-06-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6de498f37bfe568ca674f6a52ea138a26de498f37bfe568ca674f6a52ea138a2
159,ICO000159,401,378,Devon Chen,2020-06-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aec04287280d5a97bb3403e8e7aa6811aec04287280d5a97bb3403e8e7aa6811
160,ICO000160,38,415,Alex Adams,2020-06-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96ec7d789d615ac0ae5c971fb8e592a496ec7d789d615ac0ae5c971fb8e592a4
161,ICO000161,347,418,Quinn Bennett,2020-06-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48222323549f57c496c6c48a080ab09d48222323549f57c496c6c48a080ab09d
162,ICO000162,370,219,Morgan Singh,2020-06-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9f084ee44d2556ea648d75a79774529f9f084ee44d2556ea648d75a79774529
163,ICO000163,87,57,Quinn Patel,2020-06-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ae4e4afb0345dd8a8da1e71e39864f13ae4e4afb0345dd8a8da1e71e39864f1
164,ICO000164,254,301,Morgan Reed,2020-06-13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a1ae31ce5bd5cb5aebe759b7aaf1c699a1ae31ce5bd5cb5aebe759b7aaf1c69
165,ICO000165,373,259,Taylor Patel,2020-06-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f34b76d29b3a5a9c9e8c5a5db4c675edf34b76d29b3a5a9c9e8c5a5db4c675ed
166,ICO000166,368,195,Casey Singh,2020-06-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d6eaeb1dc3555639d2353212d49117a6d6eaeb1dc3555639d2353212d49117a
167,ICO000167,43,295,Blair Bennett,2020-06-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41d72cdf2c4852bdb43130f2bc285fe941d72cdf2c4852bdb43130f2bc285fe9
168,ICO000168,282,4,Devon Evans,2020-06-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa9e28c37524566b93ab7716f448e362aa9e28c37524566b93ab7716f448e362
169,ICO000169,240,426,Harper Martin,2020-06-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ac3a5b9febc5cdfb296a3d75ab679b51ac3a5b9febc5cdfb296a3d75ab679b5
170,ICO000170,-1,-1,Taylor Adams,2020-06-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f48d7e0a34a56f5a997061dda3134f01f48d7e0a34a56f5a997061dda3134f0
171,ICO000171,496,172,Quinn Chen,2020-06-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fcb42ee75a458d68bda1c946bbe7e6b4fcb42ee75a458d68bda1c946bbe7e6b
172,ICO000172,100,137,Casey Martin,2020-06-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed8f4bfa7da1567f8e18a009d9a6529ded8f4bfa7da1567f8e18a009d9a6529d
173,ICO000173,65,415,Finley Bennett,2020-06-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,201e6b9c435f5c4597661f0b735b93c4201e6b9c435f5c4597661f0b735b93c4
174,ICO000174,294,182,Casey Bennett,2020-06-23,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a881a5cdb55459c18e5d9a4752f4e389a881a5cdb55459c18e5d9a4752f4e389
175,ICO000175,192,136,Jordan Bennett,2020-06-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a08bdaf683a5550af2ed29994b4b51c8a08bdaf683a5550af2ed29994b4b51c
176,ICO000176,131,342,Emerson Bennett,2020-06-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f25ce0231cc5c40998b7bbd145f8b0d9f25ce0231cc5c40998b7bbd145f8b0d
177,ICO000177,8,49,Taylor Diaz,2020-06-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ecb09ffec575838a80037619591298e9ecb09ffec575838a80037619591298e
178,ICO000178,4,248,Finley Diaz,2020-06-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92e48e87d77d5f108ee53da392a3ca6292e48e87d77d5f108ee53da392a3ca62
179,ICO000179,438,337,Harper Chen,2020-06-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,038551eed5785e75ace17a820760b121038551eed5785e75ace17a820760b121
180,ICO000180,476,128,Emerson Martin,2020-06-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c1884fcab4650aab17a10af80d6365d1c1884fcab4650aab17a10af80d6365d
181,ICO000181,264,127,Casey Hughes,2020-06-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f59e2f79042578a8ae2ede00d55e9686f59e2f79042578a8ae2ede00d55e968
182,ICO000182,466,210,Morgan Bennett,2020-07-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b74ab7e71b815c30a16d9b738394efebb74ab7e71b815c30a16d9b738394efeb
183,ICO000183,257,382,Alex Patel,2020-07-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f68fff954e065c99bb907dfde78d5a60f68fff954e065c99bb907dfde78d5a60
184,ICO000184,339,476,Harper Chen,2020-07-03,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35d7364bab7c5d9e9ccee86151d298c435d7364bab7c5d9e9ccee86151d298c4
185,ICO000185,497,354,Emerson Garcia,2020-07-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69dbcc50f1f05734909b5b3cc7f43c8069dbcc50f1f05734909b5b3cc7f43c80
186,ICO000186,200,150,Emerson Hughes,2020-07-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,745dd77a57ca554a8cd65c8fb8498957745dd77a57ca554a8cd65c8fb8498957
187,ICO000187,-1,-1,Devon Diaz,2020-07-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1abbd8464d645865b070e25313964c7c1abbd8464d645865b070e25313964c7c
188,ICO000188,92,218,Jordan Khan,2020-07-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,850fbd1152f055efa89309380c9bfa4e850fbd1152f055efa89309380c9bfa4e
189,ICO000189,483,469,Finley Adams,2020-07-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6463ae1acb5153bfb45ec5c7ccf68ffe6463ae1acb5153bfb45ec5c7ccf68ffe
190,ICO000190,138,197,Riley Martin,2020-07-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0447019cfa1e510ebdae84b9d0f1d1880447019cfa1e510ebdae84b9d0f1d188
191,ICO000191,453,370,Jordan Garcia,2020-07-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e992c37ef2451bc9ac85ed12b7bbb477e992c37ef2451bc9ac85ed12b7bbb47
192,ICO000192,12,457,Riley Bennett,2020-07-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,837a3d1113bc5d368584a229fd83c0fa837a3d1113bc5d368584a229fd83c0fa
193,ICO000193,349,131,Casey Chen,2020-07-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3faf63f175a55c2c877ac9b5ab0de4623faf63f175a55c2c877ac9b5ab0de462
194,ICO000194,413,152,Riley Adams,2020-07-13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c375c9064f805c258106d2b43223c885c375c9064f805c258106d2b43223c885
195,ICO000195,84,268,Quinn Hughes,2020-07-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8861145fd11a5ef3ad0f8f38fa09ef3a8861145fd11a5ef3ad0f8f38fa09ef3a
196,ICO000196,397,361,Quinn Hughes,2020-07-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c13283d68e8f5433bd2f4f8b6d694fbac13283d68e8f5433bd2f4f8b6d694fba
197,ICO000197,140,367,Blair Singh,2020-07-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3447fd170f8056aca280740d82e668543447fd170f8056aca280740d82e66854
198,ICO000198,379,450,Casey Hughes,2020-07-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b50cb2b12c7350cbacc4a49dd3fd8a30b50cb2b12c7350cbacc4a49dd3fd8a30
199,ICO000199,159,232,Blair Khan,2020-07-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3da47d01d4b52ea99d36bbe73758850f3da47d01d4b52ea99d36bbe73758850
200,ICO000200,456,358,Jordan Adams,2020-07-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3adf7ea18297557c85f62de49b91c1a83adf7ea18297557c85f62de49b91c1a8
201,ICO000201,356,376,Jordan Bennett,2020-07-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a71c0cac85d50f7902f7d0e67ee3b069a71c0cac85d50f7902f7d0e67ee3b06
202,ICO000202,487,396,Taylor Diaz,2020-07-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2ebd934350554d5a349d2c5cf5f1e6cf2ebd934350554d5a349d2c5cf5f1e6c
203,ICO000203,300,331,Finley Hughes,2020-07-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9e63380231b5ef28ecd81b49aa06d12f9e63380231b5ef28ecd81b49aa06d12
204,ICO000204,-1,-1,Harper Chen,2020-07-23,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a804eabcd98a5d78aa488a272d8a2281a804eabcd98a5d78aa488a272d8a2281
205,ICO000205,45,343,Devon Diaz,2020-07-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,550c90602e695bf49bc5c83c50a1f745550c90602e695bf49bc5c83c50a1f745
206,ICO000206,35,264,Casey Bennett,2020-07-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1272571974785f068e084f8b489f1cb81272571974785f068e084f8b489f1cb8
207,ICO000207,207,200,Jordan Adams,2020-07-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fab192ea87db5945817a8e73b3ee61b3fab192ea87db5945817a8e73b3ee61b3
208,ICO000208,486,170,Casey Adams,2020-07-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dde370a764d9568db57430930d23590bdde370a764d9568db57430930d23590b
209,ICO000209,230,280,Harper Bennett,2020-07-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,612f8edcecc359869e0828c20455df2c612f8edcecc359869e0828c20455df2c
210,ICO000210,197,168,Devon Diaz,2020-07-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d44f24768b8b5ee0859345de9553fc01d44f24768b8b5ee0859345de9553fc01
211,ICO000211,114,216,Alex Khan,2020-07-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a76f8fb5e4fd54dbb133025c958383b8a76f8fb5e4fd54dbb133025c958383b8
212,ICO000212,253,479,Quinn Bennett,2020-07-31,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98d84c9ea4155b5b90b4126c46668ccb98d84c9ea4155b5b90b4126c46668ccb
213,ICO000213,83,418,Taylor Reed,2020-08-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,380d11d94f06570cb6b29b7adf9b238c380d11d94f06570cb6b29b7adf9b238c
214,ICO000214,336,439,Harper Martin,2020-08-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9421e2ce1b0556a6a3c2c6d10ca650059421e2ce1b0556a6a3c2c6d10ca65005
215,ICO000215,263,235,Quinn Garcia,2020-08-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dba86968b1515f3c900c494d7a927c26dba86968b1515f3c900c494d7a927c26
216,ICO000216,85,474,Casey Reed,2020-08-04,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ee82792c1e55a679f5602ba4a2e27582ee82792c1e55a679f5602ba4a2e2758
217,ICO000217,195,219,Devon Patel,2020-08-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1857f8c63875069b14af07b37d06627e1857f8c63875069b14af07b37d06627
218,ICO000218,168,43,Emerson Garcia,2020-08-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12fec452d48951ba891ac8b49783571512fec452d48951ba891ac8b497835715
219,ICO000219,424,308,Alex Singh,2020-08-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d28cfa10a755d5491a2e1056afcf58e2d28cfa10a755d5491a2e1056afcf58e
220,ICO000220,454,28,Devon Garcia,2020-08-08,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5227d7eeec05e6a8e5e35e82268daf8c5227d7eeec05e6a8e5e35e82268daf8
221,ICO000221,-1,-1,Finley Chen,2020-08-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb3bf413bb4f56a29f726799c5b64956cb3bf413bb4f56a29f726799c5b64956
222,ICO000222,481,500,Taylor Singh,2020-08-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43711afe81fa502a8b254a2b0340668c43711afe81fa502a8b254a2b0340668c
223,ICO000223,45,409,Blair Patel,2020-08-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8344b7fda4365fcea06e125fbe9698398344b7fda4365fcea06e125fbe969839
