ProductBrandKey,BrandCode,BrandOwnerKey,RecordStatusKey,BrandName,BrandDescription,OwnerName,EffectiveStartDate,EffectiveEndDate,IsActive,SourceSystemKey,BatchId,LoadedAtUtc
176,PB000176,5,1,Junction ProductBrand 176,ProductBrand starter record 176,Blair Hughes,2020-06-25,2021-06-25,1,1,1,2026-08-24T00:00:00.000
177,PB000177,99,3,Granite ProductBrand 177,ProductBrand starter record 177,Morgan Adams,2020-06-26,2021-06-26,1,1,1,2026-08-24T00:00:00.000
178,PB000178,29,1,Northstar ProductBrand 178,ProductBrand starter record 178,Devon Bennett,2020-06-27,2021-06-27,1,1,1,2026-08-24T00:00:00.000
179,PB000179,107,1,Cedar ProductBrand 179,ProductBrand starter record 179,Riley Bennett,2020-06-28,2021-06-28,1,1,1,2026-08-24T00:00:00.000
180,PB000180,45,1,Granite ProductBrand 180,ProductBrand starter record 180,Harper Patel,2020-06-29,2021-06-29,0,1,1,2026-08-24T00:00:00.000
181,PB000181,109,1,Riverton ProductBrand 181,ProductBrand starter record 181,Emerson Martin,2020-06-30,2021-06-30,1,1,1,2026-08-24T00:00:00.000
182,PB000182,93,4,Vertex ProductBrand 182,ProductBrand starter record 182,Morgan Singh,2020-07-01,2021-07-01,1,1,1,2026-08-24T00:00:00.000
183,PB000183,110,2,Pioneer ProductBrand 183,ProductBrand starter record 183,Blair Martin,2020-07-02,2021-07-02,1,1,1,2026-08-24T00:00:00.000
184,PB000184,12,3,Forge ProductBrand 184,ProductBrand starter record 184,Devon Singh,2020-07-03,2021-07-03,1,1,1,2026-08-24T00:00:00.000
185,PB000185,110,4,Keystone ProductBrand 185,ProductBrand starter record 185,Blair Diaz,2020-07-04,2021-07-04,0,1,1,2026-08-24T00:00:00.000
186,PB000186,18,2,Zenith ProductBrand 186,ProductBrand starter record 186,Devon Garcia,2020-07-05,2021-07-05,1,1,1,2026-08-24T00:00:00.000
187,PB000187,27,2,Riverton ProductBrand 187,ProductBrand starter record 187,Finley Singh,2020-07-06,2021-07-06,1,1,1,2026-08-24T00:00:00.000
188,PB000188,64,1,Cedar ProductBrand 188,ProductBrand starter record 188,Morgan Singh,2020-07-07,2021-07-07,1,1,1,2026-08-24T00:00:00.000
189,PB000189,6,3,Keystone ProductBrand 189,ProductBrand starter record 189,Jordan Martin,2020-07-08,2021-07-08,1,1,1,2026-08-24T00:00:00.000
190,PB000190,50,4,Forge ProductBrand 190,ProductBrand starter record 190,Casey Evans,2020-07-09,2021-07-09,0,1,1,2026-08-24T00:00:00.000
191,PB000191,119,1,Quartz ProductBrand 191,ProductBrand starter record 191,Taylor Garcia,2020-07-10,2021-07-10,1,1,1,2026-08-24T00:00:00.000
192,PB000192,27,1,Titan ProductBrand 192,ProductBrand starter record 192,Devon Singh,2020-07-11,2021-07-11,1,1,1,2026-08-24T00:00:00.000
193,PB000193,58,4,Northstar ProductBrand 193,ProductBrand starter record 193,Blair Diaz,2020-07-12,2021-07-12,1,1,1,2026-08-24T00:00:00.000
194,PB000194,77,3,Unity ProductBrand 194,ProductBrand starter record 194,Harper Martin,2020-07-13,2021-07-13,1,1,1,2026-08-24T00:00:00.000
195,PB000195,50,1,Keystone ProductBrand 195,ProductBrand starter record 195,Devon Garcia,2020-07-14,2021-07-14,0,1,1,2026-08-24T00:00:00.000
196,PB000196,65,2,Forge ProductBrand 196,ProductBrand starter record 196,Emerson Patel,2020-07-15,2021-07-15,1,1,1,2026-08-24T00:00:00.000
197,PB000197,39,3,Pioneer ProductBrand 197,ProductBrand starter record 197,Riley Diaz,2020-07-16,2021-07-16,1,1,1,2026-08-24T00:00:00.000
198,PB000198,99,1,Willow ProductBrand 198,ProductBrand starter record 198,Harper Diaz,2020-07-17,2021-07-17,1,1,1,2026-08-24T00:00:00.000
199,PB000199,29,2,Titan ProductBrand 199,ProductBrand starter record 199,Blair Patel,2020-07-18,2021-07-18,1,1,1,2026-08-24T00:00:00.000
200,PB000200,92,2,Granite ProductBrand 200,ProductBrand starter record 200,Harper Bennett,2020-07-19,2021-07-19,0,1,1,2026-08-24T00:00:00.000
201,PB000201,39,2,Delta ProductBrand 201,ProductBrand starter record 201,Finley Hughes,2020-07-20,2021-07-20,1,1,1,2026-08-24T00:00:00.000
202,PB000202,116,2,Cedar ProductBrand 202,ProductBrand starter record 202,Casey Diaz,2020-07-21,2021-07-21,1,1,1,2026-08-24T00:00:00.000
203,PB000203,88,2,Junction ProductBrand 203,ProductBrand starter record 203,Casey Evans,2020-07-22,2021-07-22,1,1,1,2026-08-24T00:00:00.000
204,PB000204,54,2,Meridian ProductBrand 204,ProductBrand starter record 204,Harper Bennett,2020-07-23,2021-07-23,1,1,1,2026-08-24T00:00:00.000
205,PB000205,89,1,Keystone ProductBrand 205,ProductBrand starter record 205,Quinn Patel,2020-07-24,2021-07-24,0,1,1,2026-08-24T00:00:00.000
206,PB000206,34,3,Keystone ProductBrand 206,ProductBrand starter record 206,Morgan Reed,2020-07-25,2021-07-25,1,1,1,2026-08-24T00:00:00.000
207,PB000207,93,1,Cedar ProductBrand 207,ProductBrand starter record 207,Casey Garcia,2020-07-26,2021-07-26,1,1,1,2026-08-24T00:00:00.000
208,PB000208,54,1,Willow ProductBrand 208,ProductBrand starter record 208,Riley Adams,2020-07-27,2021-07-27,1,1,1,2026-08-24T00:00:00.000
209,PB000209,9,3,Beacon ProductBrand 209,ProductBrand starter record 209,Taylor Patel,2020-07-28,2021-07-28,1,1,1,2026-08-24T00:00:00.000
210,PB000210,101,2,Cedar ProductBrand 210,ProductBrand starter record 210,Morgan Diaz,2020-07-29,2021-07-29,0,1,1,2026-08-24T00:00:00.000
211,PB000211,4,4,Zenith ProductBrand 211,ProductBrand starter record 211,Harper Martin,2020-07-30,2021-07-30,1,1,1,2026-08-24T00:00:00.000
212,PB000212,75,1,Atlas ProductBrand 212,ProductBrand starter record 212,Riley Adams,2020-07-31,2021-07-31,1,1,1,2026-08-24T00:00:00.000
213,PB000213,104,1,Orion ProductBrand 213,ProductBrand starter record 213,Riley Adams,2020-08-01,2021-08-01,1,1,1,2026-08-24T00:00:00.000
214,PB000214,119,2,Meridian ProductBrand 214,ProductBrand starter record 214,Casey Singh,2020-08-02,2021-08-02,1,1,1,2026-08-24T00:00:00.000
215,PB000215,53,3,Cedar ProductBrand 215,ProductBrand starter record 215,Blair Evans,2020-08-03,2021-08-03,0,1,1,2026-08-24T00:00:00.000
216,PB000216,12,1,Unity ProductBrand 216,ProductBrand starter record 216,Riley Bennett,2020-08-04,2021-08-04,1,1,1,2026-08-24T00:00:00.000
217,PB000217,96,4,Forge ProductBrand 217,ProductBrand starter record 217,Casey Patel,2020-08-05,2021-08-05,1,1,1,2026-08-24T00:00:00.000
218,PB000218,43,4,Zenith ProductBrand 218,ProductBrand starter record 218,Finley Adams,2020-08-06,2021-08-06,1,1,1,2026-08-24T00:00:00.000
219,PB000219,42,1,Riverton ProductBrand 219,ProductBrand starter record 219,Finley Adams,2020-08-07,2021-08-07,1,1,1,2026-08-24T00:00:00.000
220,PB000220,71,3,Liberty ProductBrand 220,ProductBrand starter record 220,Devon Reed,2020-08-08,2021-08-08,0,1,1,2026-08-24T00:00:00.000
221,PB000221,49,3,Titan ProductBrand 221,ProductBrand starter record 221,Riley Garcia,2020-08-09,2021-08-09,1,1,1,2026-08-24T00:00:00.000
222,PB000222,115,2,Riverton ProductBrand 222,ProductBrand starter record 222,Finley Reed,2020-08-10,2021-08-10,1,1,1,2026-08-24T00:00:00.000
223,PB000223,62,3,Quartz ProductBrand 223,ProductBrand starter record 223,Alex Reed,2020-08-11,2021-08-11,1,1,1,2026-08-24T00:00:00.000
224,PB000224,8,1,Cedar ProductBrand 224,ProductBrand starter record 224,Alex Martin,2020-08-12,2021-08-12,1,1,1,2026-08-24T00:00:00.000
225,PB000225,1,4,Quartz ProductBrand 225,ProductBrand starter record 225,Finley Evans,2020-08-13,2021-08-13,0,1,1,2026-08-24T00:00:00.000
226,PB000226,116,3,Junction ProductBrand 226,ProductBrand starter record 226,Harper Khan,2020-08-14,2021-08-14,1,1,1,2026-08-24T00:00:00.000
227,PB000227,100,4,Junction ProductBrand 227,ProductBrand starter record 227,Alex Hughes,2020-08-15,2021-08-15,1,1,1,2026-08-24T00:00:00.000
228,PB000228,16,1,Evergreen ProductBrand 228,ProductBrand starter record 228,Morgan Singh,2020-08-16,2021-08-16,1,1,1,2026-08-24T00:00:00.000
229,PB000229,39,4,Willow ProductBrand 229,ProductBrand starter record 229,Casey Chen,2020-08-17,2021-08-17,1,1,1,2026-08-24T00:00:00.000
230,PB000230,37,4,Vertex ProductBrand 230,ProductBrand starter record 230,Devon Evans,2020-08-18,2021-08-18,0,1,1,2026-08-24T00:00:00.000
231,PB000231,46,2,Orion ProductBrand 231,ProductBrand starter record 231,Morgan Hughes,2020-08-19,2021-08-19,1,1,1,2026-08-24T00:00:00.000
232,PB000232,99,3,Keystone ProductBrand 232,ProductBrand starter record 232,Morgan Hughes,2020-08-20,2021-08-20,1,1,1,2026-08-24T00:00:00.000
233,PB000233,2,4,Zenith ProductBrand 233,ProductBrand starter record 233,Casey Adams,2020-08-21,2021-08-21,1,1,1,2026-08-24T00:00:00.000
234,PB000234,61,4,Northstar ProductBrand 234,ProductBrand starter record 234,Finley Patel,2020-08-22,2021-08-22,1,1,1,2026-08-24T00:00:00.000
235,PB000235,49,1,Junction ProductBrand 235,ProductBrand starter record 235,Emerson Adams,2020-08-23,2021-08-23,0,1,1,2026-08-24T00:00:00.000
236,PB000236,76,4,Unity ProductBrand 236,ProductBrand starter record 236,Riley Hughes,2020-08-24,2021-08-24,1,1,1,2026-08-24T00:00:00.000
237,PB000237,85,4,Keystone ProductBrand 237,ProductBrand starter record 237,Quinn Chen,2020-08-25,2021-08-25,1,1,1,2026-08-24T00:00:00.000
238,PB000238,103,3,Vertex ProductBrand 238,ProductBrand starter record 238,Taylor Patel,2020-08-26,2021-08-26,1,1,1,2026-08-24T00:00:00.000
239,PB000239,54,2,Evergreen ProductBrand 239,ProductBrand starter record 239,Casey Evans,2020-08-27,2021-08-27,1,1,1,2026-08-24T00:00:00.000
240,PB000240,9,4,Harbor ProductBrand 240,ProductBrand starter record 240,Alex Bennett,2020-08-28,2021-08-28,0,1,1,2026-08-24T00:00:00.000
241,PB000241,69,2,Granite ProductBrand 241,ProductBrand starter record 241,Quinn Hughes,2020-08-29,2021-08-29,1,1,1,2026-08-24T00:00:00.000
242,PB000242,25,4,Titan ProductBrand 242,ProductBrand starter record 242,Jordan Bennett,2020-08-30,2021-08-30,1,1,1,2026-08-24T00:00:00.000
243,PB000243,88,4,Harbor ProductBrand 243,ProductBrand starter record 243,Devon Bennett,2020-08-31,2021-08-31,1,1,1,2026-08-24T00:00:00.000
244,PB000244,116,2,Beacon ProductBrand 244,ProductBrand starter record 244,Alex Reed,2020-09-01,2021-09-01,1,1,1,2026-08-24T00:00:00.000
245,PB000245,58,2,Quartz ProductBrand 245,ProductBrand starter record 245,Harper Singh,2020-09-02,2021-09-02,0,1,1,2026-08-24T00:00:00.000
246,PB000246,95,3,Meridian ProductBrand 246,ProductBrand starter record 246,Morgan Martin,2020-09-03,2021-09-03,1,1,1,2026-08-24T00:00:00.000
247,PB000247,105,1,Unity ProductBrand 247,ProductBrand starter record 247,Devon Evans,2020-09-04,2021-09-04,1,1,1,2026-08-24T00:00:00.000
248,PB000248,46,3,Keystone ProductBrand 248,ProductBrand starter record 248,Jordan Evans,2020-09-05,2021-09-05,1,1,1,2026-08-24T00:00:00.000
249,PB000249,45,1,Beacon ProductBrand 249,ProductBrand starter record 249,Alex Khan,2020-09-06,2021-09-06,1,1,1,2026-08-24T00:00:00.000
250,PB000250,12,4,Titan ProductBrand 250,ProductBrand starter record 250,Jordan Garcia,2020-09-07,2021-09-07,0,1,1,2026-08-24T00:00:00.000
251,PB000251,78,2,Orion ProductBrand 251,ProductBrand starter record 251,Quinn Evans,2020-09-08,2021-09-08,1,1,1,2026-08-24T00:00:00.000
252,PB000252,58,2,Willow ProductBrand 252,ProductBrand starter record 252,Devon Singh,2020-09-09,2021-09-09,1,1,1,2026-08-24T00:00:00.000
253,PB000253,108,3,Unity ProductBrand 253,ProductBrand starter record 253,Morgan Evans,2020-09-10,2021-09-10,1,1,1,2026-08-24T00:00:00.000
254,PB000254,111,4,Riverton ProductBrand 254,ProductBrand starter record 254,Blair Singh,2020-09-11,2021-09-11,1,1,1,2026-08-24T00:00:00.000
255,PB000255,6,4,Cedar ProductBrand 255,ProductBrand starter record 255,Finley Hughes,2020-09-12,2021-09-12,0,1,1,2026-08-24T00:00:00.000
256,PB000256,98,4,Vertex ProductBrand 256,ProductBrand starter record 256,Riley Patel,2020-09-13,2021-09-13,1,1,1,2026-08-24T00:00:00.000
257,PB000257,94,3,Northstar ProductBrand 257,ProductBrand starter record 257,Taylor Bennett,2020-09-14,2021-09-14,1,1,1,2026-08-24T00:00:00.000
258,PB000258,115,3,Delta ProductBrand 258,ProductBrand starter record 258,Morgan Singh,2020-09-15,2021-09-15,1,1,1,2026-08-24T00:00:00.000
259,PB000259,24,1,Junction ProductBrand 259,ProductBrand starter record 259,Alex Bennett,2020-09-16,2021-09-16,1,1,1,2026-08-24T00:00:00.000
260,PB000260,45,3,Northstar ProductBrand 260,ProductBrand starter record 260,Riley Adams,2020-09-17,2021-09-17,0,1,1,2026-08-24T00:00:00.000
261,PB000261,99,1,Granite ProductBrand 261,ProductBrand starter record 261,Morgan Bennett,2020-09-18,2021-09-18,1,1,1,2026-08-24T00:00:00.000
262,PB000262,103,1,Ion ProductBrand 262,ProductBrand starter record 262,Alex Chen,2020-09-19,2021-09-19,1,1,1,2026-08-24T00:00:00.000
263,PB000263,106,1,Northstar ProductBrand 263,ProductBrand starter record 263,Finley Singh,2020-09-20,2021-09-20,1,1,1,2026-08-24T00:00:00.000
264,PB000264,29,2,Quartz ProductBrand 264,ProductBrand starter record 264,Finley Evans,2020-09-21,2021-09-21,1,1,1,2026-08-24T00:00:00.000
265,PB000265,76,2,Delta ProductBrand 265,ProductBrand starter record 265,Taylor Bennett,2020-09-22,2021-09-22,0,1,1,2026-08-24T00:00:00.000
266,PB000266,115,2,Cedar ProductBrand 266,ProductBrand starter record 266,Jordan Patel,2020-09-23,2021-09-23,1,1,1,2026-08-24T00:00:00.000
267,PB000267,44,2,Liberty ProductBrand 267,ProductBrand starter record 267,Quinn Reed,2020-09-24,2021-09-24,1,1,1,2026-08-24T00:00:00.000
268,PB000268,71,3,Forge ProductBrand 268,ProductBrand starter record 268,Emerson Hughes,2020-09-25,2021-09-25,1,1,1,2026-08-24T00:00:00.000
269,PB000269,50,4,Delta ProductBrand 269,ProductBrand starter record 269,Harper Khan,2020-09-26,2021-09-26,1,1,1,2026-08-24T00:00:00.000
270,PB000270,30,3,Harbor ProductBrand 270,ProductBrand starter record 270,Harper Evans,2020-09-27,2021-09-27,0,1,1,2026-08-24T00:00:00.000
271,PB000271,97,1,Junction ProductBrand 271,ProductBrand starter record 271,Quinn Bennett,2020-09-28,2021-09-28,1,1,1,2026-08-24T00:00:00.000
272,PB000272,8,1,Liberty ProductBrand 272,ProductBrand starter record 272,Blair Bennett,2020-09-29,2021-09-29,1,1,1,2026-08-24T00:00:00.000
273,PB000273,101,2,Orion ProductBrand 273,ProductBrand starter record 273,Harper Chen,2020-09-30,2021-09-30,1,1,1,2026-08-24T00:00:00.000
274,PB000274,68,1,Meridian ProductBrand 274,ProductBrand starter record 274,Taylor Martin,2020-10-01,2021-10-01,1,1,1,2026-08-24T00:00:00.000
275,PB000275,38,1,Harbor ProductBrand 275,ProductBrand starter record 275,Quinn Khan,2020-10-02,2021-10-02,0,1,1,2026-08-24T00:00:00.000
276,PB000276,118,4,Quartz ProductBrand 276,ProductBrand starter record 276,Quinn Adams,2020-10-03,2021-10-03,1,1,1,2026-08-24T00:00:00.000
277,PB000277,101,2,Evergreen ProductBrand 277,ProductBrand starter record 277,Devon Diaz,2020-10-04,2021-10-04,1,1,1,2026-08-24T00:00:00.000
278,PB000278,22,3,Summit ProductBrand 278,ProductBrand starter record 278,Jordan Patel,2020-10-05,2021-10-05,1,1,1,2026-08-24T00:00:00.000
279,PB000279,62,1,Unity ProductBrand 279,ProductBrand starter record 279,Quinn Reed,2020-10-06,2021-10-06,1,1,1,2026-08-24T00:00:00.000
280,PB000280,71,3,Willow ProductBrand 280,ProductBrand starter record 280,Finley Reed,2020-10-07,2021-10-07,0,1,1,2026-08-24T00:00:00.000
281,PB000281,32,2,Pioneer ProductBrand 281,ProductBrand starter record 281,Taylor Garcia,2020-10-08,2021-10-08,1,1,1,2026-08-24T00:00:00.000
282,PB000282,26,1,Titan ProductBrand 282,ProductBrand starter record 282,Taylor Adams,2020-10-09,2021-10-09,1,1,1,2026-08-24T00:00:00.000
283,PB000283,61,2,Atlas ProductBrand 283,ProductBrand starter record 283,Blair Bennett,2020-10-10,2021-10-10,1,1,1,2026-08-24T00:00:00.000
284,PB000284,18,4,Titan ProductBrand 284,ProductBrand starter record 284,Casey Garcia,2020-10-11,2021-10-11,1,1,1,2026-08-24T00:00:00.000
285,PB000285,37,4,Zenith ProductBrand 285,ProductBrand starter record 285,Riley Khan,2020-10-12,2021-10-12,0,1,1,2026-08-24T00:00:00.000
286,PB000286,49,2,Pioneer ProductBrand 286,ProductBrand starter record 286,Morgan Evans,2020-10-13,2021-10-13,1,1,1,2026-08-24T00:00:00.000
287,PB000287,80,1,Atlas ProductBrand 287,ProductBrand starter record 287,Blair Martin,2020-10-14,2021-10-14,1,1,1,2026-08-24T00:00:00.000
288,PB000288,68,2,Orion ProductBrand 288,ProductBrand starter record 288,Riley Adams,2020-10-15,2021-10-15,1,1,1,2026-08-24T00:00:00.000
289,PB000289,49,2,Forge ProductBrand 289,ProductBrand starter record 289,Jordan Garcia,2020-10-16,2021-10-16,1,1,1,2026-08-24T00:00:00.000
290,PB000290,99,4,Cedar ProductBrand 290,ProductBrand starter record 290,Devon Hughes,2020-10-17,2021-10-17,0,1,1,2026-08-24T00:00:00.000
291,PB000291,71,1,Summit ProductBrand 291,ProductBrand starter record 291,Harper Garcia,2020-10-18,2021-10-18,1,1,1,2026-08-24T00:00:00.000
292,PB000292,62,3,Orion ProductBrand 292,ProductBrand starter record 292,Riley Diaz,2020-10-19,2021-10-19,1,1,1,2026-08-24T00:00:00.000
293,PB000293,22,3,Keystone ProductBrand 293,ProductBrand starter record 293,Devon Diaz,2020-10-20,2021-10-20,1,1,1,2026-08-24T00:00:00.000
294,PB000294,30,3,Harbor ProductBrand 294,ProductBrand starter record 294,Alex Garcia,2020-10-21,2021-10-21,1,1,1,2026-08-24T00:00:00.000
295,PB000295,19,1,Unity ProductBrand 295,ProductBrand starter record 295,Devon Garcia,2020-10-22,2021-10-22,0,1,1,2026-08-24T00:00:00.000
296,PB000296,26,3,Granite ProductBrand 296,ProductBrand starter record 296,Riley Evans,2020-10-23,2021-10-23,1,1,1,2026-08-24T00:00:00.000
297,PB000297,13,4,Cedar ProductBrand 297,ProductBrand starter record 297,Finley Chen,2020-10-24,2021-10-24,1,1,1,2026-08-24T00:00:00.000
298,PB000298,92,1,Keystone ProductBrand 298,ProductBrand starter record 298,Blair Diaz,2020-10-25,2021-10-25,1,1,1,2026-08-24T00:00:00.000
299,PB000299,21,3,Delta ProductBrand 299,ProductBrand starter record 299,Finley Patel,2020-10-26,2021-10-26,1,1,1,2026-08-24T00:00:00.000
300,PB000300,41,1,Evergreen ProductBrand 300,ProductBrand starter record 300,Jordan Chen,2020-10-27,2021-10-27,0,1,1,2026-08-24T00:00:00.000
301,PB000301,54,1,Zenith ProductBrand 301,ProductBrand starter record 301,Casey Reed,2020-10-28,2021-10-28,1,1,1,2026-08-24T00:00:00.000
302,PB000302,111,4,Keystone ProductBrand 302,ProductBrand starter record 302,Jordan Adams,2020-10-29,2021-10-29,1,1,1,2026-08-24T00:00:00.000
303,PB000303,90,4,Delta ProductBrand 303,ProductBrand starter record 303,Taylor Reed,2020-10-30,2021-10-30,1,1,1,2026-08-24T00:00:00.000
304,PB000304,85,4,Meridian ProductBrand 304,ProductBrand starter record 304,Taylor Hughes,2020-10-31,2021-10-31,1,1,1,2026-08-24T00:00:00.000
305,PB000305,24,1,Evergreen ProductBrand 305,ProductBrand starter record 305,Casey Diaz,2020-11-01,2021-11-01,0,1,1,2026-08-24T00:00:00.000
306,PB000306,11,4,Junction ProductBrand 306,ProductBrand starter record 306,Quinn Patel,2020-11-02,2021-11-02,1,1,1,2026-08-24T00:00:00.000
307,PB000307,95,1,Northstar ProductBrand 307,ProductBrand starter record 307,Finley Bennett,2020-11-03,2021-11-03,1,1,1,2026-08-24T00:00:00.000
308,PB000308,7,4,Quartz ProductBrand 308,ProductBrand starter record 308,Emerson Evans,2020-11-04,2021-11-04,1,1,1,2026-08-24T00:00:00.000
309,PB000309,40,1,Titan ProductBrand 309,ProductBrand starter record 309,Harper Chen,2020-11-05,2021-11-05,1,1,1,2026-08-24T00:00:00.000
310,PB000310,19,1,Riverton ProductBrand 310,ProductBrand starter record 310,Harper Reed,2020-11-06,2021-11-06,0,1,1,2026-08-24T00:00:00.000
311,PB000311,113,1,Harbor ProductBrand 311,ProductBrand starter record 311,Taylor Evans,2020-11-07,2021-11-07,1,1,1,2026-08-24T00:00:00.000
312,PB000312,47,3,Unity ProductBrand 312,ProductBrand starter record 312,Morgan Chen,2020-11-08,2021-11-08,1,1,1,2026-08-24T00:00:00.000
313,PB000313,78,2,Delta ProductBrand 313,ProductBrand starter record 313,Casey Martin,2020-11-09,2021-11-09,1,1,1,2026-08-24T00:00:00.000
314,PB000314,36,1,Liberty ProductBrand 314,ProductBrand starter record 314,Finley Evans,2020-11-10,2021-11-10,1,1,1,2026-08-24T00:00:00.000
315,PB000315,110,2,Liberty ProductBrand 315,ProductBrand starter record 315,Emerson Martin,2020-11-11,2021-11-11,0,1,1,2026-08-24T00:00:00.000
316,PB000316,18,3,Granite ProductBrand 316,ProductBrand starter record 316,Alex Garcia,2020-11-12,2021-11-12,1,1,1,2026-08-24T00:00:00.000
317,PB000317,120,2,Summit ProductBrand 317,ProductBrand starter record 317,Blair Martin,2020-11-13,2021-11-13,1,1,1,2026-08-24T00:00:00.000
318,PB000318,78,4,Forge ProductBrand 318,ProductBrand starter record 318,Jordan Adams,2020-11-14,2021-11-14,1,1,1,2026-08-24T00:00:00.000
319,PB000319,107,1,Granite ProductBrand 319,ProductBrand starter record 319,Harper Chen,2020-11-15,2021-11-15,1,1,1,2026-08-24T00:00:00.000
320,PB000320,26,3,Cedar ProductBrand 320,ProductBrand starter record 320,Harper Diaz,2020-11-16,2021-11-16,0,1,1,2026-08-24T00:00:00.000
321,PB000321,81,2,Ion ProductBrand 321,ProductBrand starter record 321,Emerson Bennett,2020-11-17,2021-11-17,1,1,1,2026-08-24T00:00:00.000
322,PB000322,69,3,Pioneer ProductBrand 322,ProductBrand starter record 322,Devon Reed,2020-11-18,2021-11-18,1,1,1,2026-08-24T00:00:00.000
323,PB000323,50,2,Meridian ProductBrand 323,ProductBrand starter record 323,Casey Singh,2020-11-19,2021-11-19,1,1,1,2026-08-24T00:00:00.000
324,PB000324,58,1,Unity ProductBrand 324,ProductBrand starter record 324,Emerson Evans,2020-11-20,2021-11-20,1,1,1,2026-08-24T00:00:00.000
325,PB000325,85,2,Forge ProductBrand 325,ProductBrand starter record 325,Quinn Bennett,2020-11-21,2021-11-21,0,1,1,2026-08-24T00:00:00.000
326,PB000326,68,4,Junction ProductBrand 326,ProductBrand starter record 326,Finley Chen,2020-11-22,2021-11-22,1,1,1,2026-08-24T00:00:00.000
327,PB000327,18,2,Junction ProductBrand 327,ProductBrand starter record 327,Jordan Patel,2020-11-23,2021-11-23,1,1,1,2026-08-24T00:00:00.000
328,PB000328,6,3,Delta ProductBrand 328,ProductBrand starter record 328,Finley Khan,2020-11-24,2021-11-24,1,1,1,2026-08-24T00:00:00.000
329,PB000329,97,3,Beacon ProductBrand 329,ProductBrand starter record 329,Finley Khan,2020-11-25,2021-11-25,1,1,1,2026-08-24T00:00:00.000
330,PB000330,120,2,Meridian ProductBrand 330,ProductBrand starter record 330,Alex Reed,2020-11-26,2021-11-26,0,1,1,2026-08-24T00:00:00.000
331,PB000331,49,3,Titan ProductBrand 331,ProductBrand starter record 331,Harper Diaz,2020-11-27,2021-11-27,1,1,1,2026-08-24T00:00:00.000
332,PB000332,94,2,Willow ProductBrand 332,ProductBrand starter record 332,Alex Diaz,2020-11-28,2021-11-28,1,1,1,2026-08-24T00:00:00.000
333,PB000333,75,1,Vertex ProductBrand 333,ProductBrand starter record 333,Finley Khan,2020-11-29,2021-11-29,1,1,1,2026-08-24T00:00:00.000
334,PB000334,37,1,Northstar ProductBrand 334,ProductBrand starter record 334,Taylor Reed,2020-11-30,2021-11-30,1,1,1,2026-08-24T00:00:00.000
335,PB000335,93,2,Keystone ProductBrand 335,ProductBrand starter record 335,Emerson Adams,2020-12-01,2021-12-01,0,1,1,2026-08-24T00:00:00.000
336,PB000336,44,4,Atlas ProductBrand 336,ProductBrand starter record 336,Morgan Hughes,2020-12-02,2021-12-02,1,1,1,2026-08-24T00:00:00.000
337,PB000337,107,3,Quartz ProductBrand 337,ProductBrand starter record 337,Alex Reed,2020-12-03,2021-12-03,1,1,1,2026-08-24T00:00:00.000
338,PB000338,65,2,Harbor ProductBrand 338,ProductBrand starter record 338,Devon Martin,2020-12-04,2021-12-04,1,1,1,2026-08-24T00:00:00.000
339,PB000339,5,4,Orion ProductBrand 339,ProductBrand starter record 339,Casey Reed,2020-12-05,2021-12-05,1,1,1,2026-08-24T00:00:00.000
340,PB000340,26,2,Orion ProductBrand 340,ProductBrand starter record 340,Riley Reed,2020-12-06,2021-12-06,0,1,1,2026-08-24T00:00:00.000
341,PB000341,74,2,Orion ProductBrand 341,ProductBrand starter record 341,Taylor Singh,2020-12-07,2021-12-07,1,1,1,2026-08-24T00:00:00.000
342,PB000342,80,1,Pioneer ProductBrand 342,ProductBrand starter record 342,Morgan Evans,2020-12-08,2021-12-08,1,1,1,2026-08-24T00:00:00.000
343,PB000343,51,1,Evergreen ProductBrand 343,ProductBrand starter record 343,Finley Hughes,2020-12-09,2021-12-09,1,1,1,2026-08-24T00:00:00.000
344,PB000344,98,4,Junction ProductBrand 344,ProductBrand starter record 344,Casey Singh,2020-12-10,2021-12-10,1,1,1,2026-08-24T00:00:00.000
345,PB000345,9,4,Riverton ProductBrand 345,ProductBrand starter record 345,Emerson Khan,2020-12-11,2021-12-11,0,1,1,2026-08-24T00:00:00.000
346,PB000346,71,4,Riverton ProductBrand 346,ProductBrand starter record 346,Finley Patel,2020-12-12,2021-12-12,1,1,1,2026-08-24T00:00:00.000
347,PB000347,75,4,Junction ProductBrand 347,ProductBrand starter record 347,Alex Hughes,2020-12-13,2021-12-13,1,1,1,2026-08-24T00:00:00.000
348,PB000348,40,3,Quartz ProductBrand 348,ProductBrand starter record 348,Riley Khan,2020-12-14,2021-12-14,1,1,1,2026-08-24T00:00:00.000
349,PB000349,41,2,Beacon ProductBrand 349,ProductBrand starter record 349,Riley Adams,2020-12-15,2021-12-15,1,1,1,2026-08-24T00:00:00.000
350,PB000350,81,3,Unity ProductBrand 350,ProductBrand starter record 350,Quinn Khan,2020-12-16,2021-12-16,0,1,1,2026-08-24T00:00:00.000
351,PB000351,41,1,Junction ProductBrand 351,ProductBrand starter record 351,Casey Martin,2020-12-17,2021-12-17,1,1,1,2026-08-24T00:00:00.000
352,PB000352,93,1,Meridian ProductBrand 352,ProductBrand starter record 352,Riley Bennett,2020-12-18,2021-12-18,1,1,1,2026-08-24T00:00:00.000
