EmployeeKey,EmployeeNumber,EmployeeJobRoleKey,EmployeePayGradeKey,SupervisorEmployeeKey,EmployeeUnionKey,EmploymentTypeKey,LanguageKey,RecordStatusKey,ShiftCodeKey,EmployeeFullName,PreferredName,HireDate,TerminationDate,EmailAddress,SupervisorEmployeeNumber,StandardHourlyRateAmount,HomePlantCode,BadgeNumber,SafetyTrainingCurrentFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
77,E000077,72,8,-1,43,8,15,2,12,Riley Patel,Beacon Employee 77,2020-03-18,2020-03-18,user77@example.com,E000077,0.0077,E000077,E000077,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae3ac257aaa45b46ac456fc13360fcc5ae3ac257aaa45b46ac456fc13360fcc5
78,E000078,495,54,-1,49,2,22,1,6,Riley Hughes,Delta Employee 78,2020-03-19,2020-03-19,user78@example.com,E000078,0.0078,E000078,E000078,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdab5fe35f4b5f4d917c29b1414824bebdab5fe35f4b5f4d917c29b1414824be
79,E000079,105,50,-1,28,2,28,4,10,Emerson Chen,Vertex Employee 79,2020-03-20,2020-03-20,user79@example.com,E000079,0.0079,E000079,E000079,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a77c66484cdb504a99b34bc9c8958b41a77c66484cdb504a99b34bc9c8958b41
80,E000080,363,33,-1,50,5,19,1,12,Alex Diaz,Northstar Employee 80,2020-03-21,2020-03-21,user80@example.com,E000080,0.0080,E000080,E000080,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,140b0aee28d15404a72b288af8c689c2140b0aee28d15404a72b288af8c689c2
81,E000081,74,8,-1,38,7,30,4,9,Jordan Chen,Titan Employee 81,2020-03-22,2020-03-22,user81@example.com,E000081,0.0081,E000081,E000081,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,924d3d435ef5582bab61797e65c4af1b924d3d435ef5582bab61797e65c4af1b
82,E000082,417,67,-1,26,5,17,2,7,Devon Hughes,Liberty Employee 82,2020-03-23,2020-03-23,user82@example.com,E000082,0.0082,E000082,E000082,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e70447e589b1581dae534b4896af1026e70447e589b1581dae534b4896af1026
83,E000083,7,10,-1,5,8,38,1,1,Harper Singh,Titan Employee 83,2020-03-24,2020-03-24,user83@example.com,E000083,0.0083,E000083,E000083,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7a85137271d57f5a79de0c0ba6395b2c7a85137271d57f5a79de0c0ba6395b2
84,E000084,470,79,-1,60,8,18,1,9,Morgan Khan,Evergreen Employee 84,2020-03-25,2020-03-25,user84@example.com,E000084,0.0084,E000084,E000084,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3fabeec88d95c27ba526b3364568142c3fabeec88d95c27ba526b3364568142
85,E000085,95,76,-1,48,1,24,3,3,Harper Singh,Willow Employee 85,2020-03-26,2020-03-26,user85@example.com,E000085,0.0085,E000085,E000085,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e4d1a075e7e5ea692b67f539036891e8e4d1a075e7e5ea692b67f539036891e
86,E000086,5,80,-1,44,3,4,4,12,Riley Chen,Riverton Employee 86,2020-03-27,2020-03-27,user86@example.com,E000086,0.0086,E000086,E000086,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebcbe311daa1531bb00aab266281c00eebcbe311daa1531bb00aab266281c00e
87,E000087,223,75,-1,16,4,25,2,10,Alex Martin,Titan Employee 87,2020-03-28,2020-03-28,user87@example.com,E000087,0.0087,E000087,E000087,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f12af99a4cf155ea9dc2d58d50dbdaa8f12af99a4cf155ea9dc2d58d50dbdaa8
88,E000088,307,42,-1,47,8,11,3,6,Finley Diaz,Willow Employee 88,2020-03-29,2020-03-29,user88@example.com,E000088,0.0088,E000088,E000088,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c32743b265cf52dfb226f2650aacc884c32743b265cf52dfb226f2650aacc884
89,E000089,432,78,-1,44,3,13,4,4,Blair Singh,Harbor Employee 89,2020-03-30,2020-03-30,user89@example.com,E000089,0.0089,E000089,E000089,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63efa9dba0745507a65eec1c77a025cc63efa9dba0745507a65eec1c77a025cc
90,E000090,378,13,-1,28,6,4,2,6,Quinn Bennett,Zenith Employee 90,2020-03-31,2020-03-31,user90@example.com,E000090,0.0090,E000090,E000090,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2017f747a05756c18e97d781966f997d2017f747a05756c18e97d781966f997d
91,E000091,477,27,-1,43,5,35,4,11,Alex Patel,Orion Employee 91,2020-04-01,2020-04-01,user91@example.com,E000091,0.0091,E000091,E000091,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c682ce94cd05a03a1ba7687361c0ba87c682ce94cd05a03a1ba7687361c0ba8
92,E000092,268,69,-1,49,1,1,3,11,Morgan Evans,Vertex Employee 92,2020-04-02,2020-04-02,user92@example.com,E000092,0.0092,E000092,E000092,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6009e4dbfecb5d8b9ec8dd2a7f8458916009e4dbfecb5d8b9ec8dd2a7f845891
93,E000093,486,28,-1,53,4,9,4,1,Blair Adams,Meridian Employee 93,2020-04-03,2020-04-03,user93@example.com,E000093,0.0093,E000093,E000093,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a10fc818556c53f2ae5006d43a7808ada10fc818556c53f2ae5006d43a7808ad
94,E000094,440,47,-1,25,5,18,4,3,Quinn Diaz,Vertex Employee 94,2020-04-04,2020-04-04,user94@example.com,E000094,0.0094,E000094,E000094,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d2b9880b0e456a89e0d225b9ed56ce74d2b9880b0e456a89e0d225b9ed56ce7
95,E000095,178,39,-1,25,2,7,2,2,Riley Hughes,Willow Employee 95,2020-04-05,2020-04-05,user95@example.com,E000095,0.0095,E000095,E000095,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4e4e5bea96752af9387a3a5439d9e95e4e4e5bea96752af9387a3a5439d9e95
96,E000096,213,57,-1,53,5,14,3,1,Jordan Chen,Ion Employee 96,2020-04-06,2020-04-06,user96@example.com,E000096,0.0096,E000096,E000096,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24d7abc192855ddcb78e84ccf50fdb9224d7abc192855ddcb78e84ccf50fdb92
97,E000097,471,54,-1,20,6,25,1,9,Harper Khan,Pioneer Employee 97,2020-04-07,2020-04-07,user97@example.com,E000097,0.0097,E000097,E000097,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e07d57494695648a755e822c5c46ae48e07d57494695648a755e822c5c46ae4
98,E000098,71,62,-1,19,8,27,4,11,Jordan Adams,Granite Employee 98,2020-04-08,2020-04-08,user98@example.com,E000098,0.0098,E000098,E000098,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,945a63644b2b510d83e61266db2c2f07945a63644b2b510d83e61266db2c2f07
99,E000099,443,27,-1,2,1,33,3,2,Jordan Diaz,Quartz Employee 99,2020-04-09,2020-04-09,user99@example.com,E000099,0.0099,E000099,E000099,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6aa80a04b17454e0934565191f5e8c516aa80a04b17454e0934565191f5e8c51
100,E000100,314,54,-1,24,8,22,4,12,Alex Patel,Delta Employee 100,2020-04-10,2020-04-10,user100@example.com,E000100,0.0100,E000100,E000100,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd8c8aa9acc3510f950743396a993d7dbd8c8aa9acc3510f950743396a993d7d
101,E000101,220,73,-1,4,5,3,2,8,Alex Chen,Ion Employee 101,2020-04-11,2020-04-11,user101@example.com,E000101,0.0101,E000101,E000101,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f33996f384da50ffb1b87ebf86dab191f33996f384da50ffb1b87ebf86dab191
102,E000102,112,54,-1,37,5,17,2,4,Harper Adams,Evergreen Employee 102,2020-04-12,2020-04-12,user102@example.com,E000102,0.0102,E000102,E000102,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bd957ccecdb58ddbc7b23009cb60ffc0bd957ccecdb58ddbc7b23009cb60ffc
103,E000103,6,60,-1,5,6,12,4,2,Morgan Reed,Junction Employee 103,2020-04-13,2020-04-13,user103@example.com,E000103,0.0103,E000103,E000103,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69bcef9fe4905786873039ac7b82e0d269bcef9fe4905786873039ac7b82e0d2
104,E000104,333,43,-1,12,1,30,2,10,Riley Evans,Cedar Employee 104,2020-04-14,2020-04-14,user104@example.com,E000104,0.0104,E000104,E000104,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,138fd236fba75e78b64bde85669881ec138fd236fba75e78b64bde85669881ec
105,E000105,238,34,-1,23,5,2,3,7,Alex Martin,Vertex Employee 105,2020-04-15,2020-04-15,user105@example.com,E000105,0.0105,E000105,E000105,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,151226e8f9e05745ab8d2bffcff05a06151226e8f9e05745ab8d2bffcff05a06
106,E000106,463,7,-1,41,3,15,1,6,Devon Evans,Delta Employee 106,2020-04-16,2020-04-16,user106@example.com,E000106,0.0106,E000106,E000106,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a4950aa84345c9d89d7da7d09d678301a4950aa84345c9d89d7da7d09d67830
107,E000107,143,54,-1,53,4,39,4,1,Blair Chen,Keystone Employee 107,2020-04-17,2020-04-17,user107@example.com,E000107,0.0107,E000107,E000107,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d80a2725bed15aee90345d44531c05a0d80a2725bed15aee90345d44531c05a0
108,E000108,126,76,-1,9,5,11,1,5,Taylor Evans,Delta Employee 108,2020-04-18,2020-04-18,user108@example.com,E000108,0.0108,E000108,E000108,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62f34efa6a395bdd975a6e76b72a2eba62f34efa6a395bdd975a6e76b72a2eba
109,E000109,475,32,-1,42,2,13,1,4,Taylor Hughes,Northstar Employee 109,2020-04-19,2020-04-19,user109@example.com,E000109,0.0109,E000109,E000109,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,009c904985c35b099884f9fcf1bb9165009c904985c35b099884f9fcf1bb9165
110,E000110,328,40,-1,38,2,19,2,7,Harper Hughes,Junction Employee 110,2020-04-20,2020-04-20,user110@example.com,E000110,0.0110,E000110,E000110,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07cf6bb9ff4f5a20acdd30ce6b2dbd3507cf6bb9ff4f5a20acdd30ce6b2dbd35
111,E000111,187,80,-1,16,3,29,1,12,Emerson Adams,Meridian Employee 111,2020-04-21,2020-04-21,user111@example.com,E000111,0.0111,E000111,E000111,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e7560be3f3a5e32b8b11cbf8dc73c369e7560be3f3a5e32b8b11cbf8dc73c36
112,E000112,266,63,-1,58,2,16,3,4,Quinn Diaz,Unity Employee 112,2020-04-22,2020-04-22,user112@example.com,E000112,0.0112,E000112,E000112,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,725d5998aedf57cc84fd40af25efbb4f725d5998aedf57cc84fd40af25efbb4f
113,E000113,241,69,-1,52,2,36,4,4,Riley Martin,Meridian Employee 113,2020-04-23,2020-04-23,user113@example.com,E000113,0.0113,E000113,E000113,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3fc5a8b14af54d184f46e21171e6a6bf3fc5a8b14af54d184f46e21171e6a6b
114,E000114,449,41,-1,17,5,22,3,3,Emerson Chen,Orion Employee 114,2020-04-24,2020-04-24,user114@example.com,E000114,0.0114,E000114,E000114,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,120b31120d2c5f509a9e5421934065dd120b31120d2c5f509a9e5421934065dd
115,E000115,330,35,-1,40,6,14,4,9,Devon Khan,Liberty Employee 115,2020-04-25,2020-04-25,user115@example.com,E000115,0.0115,E000115,E000115,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d64a6e23c085fd5ab6cad4f84be33fa9d64a6e23c085fd5ab6cad4f84be33fa
116,E000116,214,29,-1,11,2,27,2,7,Emerson Singh,Unity Employee 116,2020-04-26,2020-04-26,user116@example.com,E000116,0.0116,E000116,E000116,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3e725774f92545f9eeb93d59057c26fb3e725774f92545f9eeb93d59057c26f
117,E000117,254,30,-1,20,6,15,1,2,Jordan Hughes,Willow Employee 117,2020-04-27,2020-04-27,user117@example.com,E000117,0.0117,E000117,E000117,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bec5a9a4785538baba298cfed5257e81bec5a9a4785538baba298cfed5257e8
118,E000118,99,76,-1,12,6,16,2,1,Casey Bennett,Granite Employee 118,2020-04-28,2020-04-28,user118@example.com,E000118,0.0118,E000118,E000118,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21a8a6c6f8635b178681a0577e81c56221a8a6c6f8635b178681a0577e81c562
119,E000119,427,67,-1,6,6,19,2,8,Harper Hughes,Beacon Employee 119,2020-04-29,2020-04-29,user119@example.com,E000119,0.0119,E000119,E000119,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73acc63cc0af51beb42fd8ee9ad482c473acc63cc0af51beb42fd8ee9ad482c4
120,E000120,221,47,-1,5,5,37,1,3,Alex Hughes,Liberty Employee 120,2020-04-30,2020-04-30,user120@example.com,E000120,0.0120,E000120,E000120,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,605a1b5456fa50ed80fcf6f7744c7c4e605a1b5456fa50ed80fcf6f7744c7c4e
121,E000121,381,10,-1,59,1,21,3,11,Harper Adams,Liberty Employee 121,2020-05-01,2020-05-01,user121@example.com,E000121,0.0121,E000121,E000121,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e969f20fad652a490ded2ac1f696d2c2e969f20fad652a490ded2ac1f696d2c
122,E000122,147,25,-1,3,7,24,1,12,Finley Diaz,Granite Employee 122,2020-05-02,2020-05-02,user122@example.com,E000122,0.0122,E000122,E000122,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccf0a3c0c55257799f53080e85c52a94ccf0a3c0c55257799f53080e85c52a94
123,E000123,394,33,-1,5,1,13,4,3,Morgan Garcia,Evergreen Employee 123,2020-05-03,2020-05-03,user123@example.com,E000123,0.0123,E000123,E000123,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a272c689e44b5369a51d03ffbb42654aa272c689e44b5369a51d03ffbb42654a
124,E000124,37,22,-1,47,1,27,3,2,Morgan Khan,Delta Employee 124,2020-05-04,2020-05-04,user124@example.com,E000124,0.0124,E000124,E000124,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e333359089fa57ddbd7e3c407952a93be333359089fa57ddbd7e3c407952a93b
125,E000125,469,27,-1,10,3,1,1,5,Devon Singh,Meridian Employee 125,2020-05-05,2020-05-05,user125@example.com,E000125,0.0125,E000125,E000125,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cee305eec3ab51a8a00ed37052e9ff13cee305eec3ab51a8a00ed37052e9ff13
126,E000126,272,50,-1,51,5,4,2,6,Casey Patel,Pioneer Employee 126,2020-05-06,2020-05-06,user126@example.com,E000126,0.0126,E000126,E000126,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8073e8637c315729a437876ee09f3bdf8073e8637c315729a437876ee09f3bdf
127,E000127,145,23,-1,6,7,21,1,2,Alex Singh,Granite Employee 127,2020-05-07,2020-05-07,user127@example.com,E000127,0.0127,E000127,E000127,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8958c25192f750f99d2c0dfc72b7e9fd8958c25192f750f99d2c0dfc72b7e9fd
128,E000128,311,38,-1,39,2,25,2,11,Alex Garcia,Junction Employee 128,2020-05-08,2020-05-08,user128@example.com,E000128,0.0128,E000128,E000128,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3adc4b8c894b57b48d5db27acb4235da3adc4b8c894b57b48d5db27acb4235da
129,E000129,375,77,-1,1,4,26,2,3,Taylor Evans,Keystone Employee 129,2020-05-09,2020-05-09,user129@example.com,E000129,0.0129,E000129,E000129,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4db20f32febf56219ca4a6fe0e0f3d134db20f32febf56219ca4a6fe0e0f3d13
130,E000130,447,41,-1,28,5,2,4,8,Devon Evans,Evergreen Employee 130,2020-05-10,2020-05-10,user130@example.com,E000130,0.0130,E000130,E000130,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f5387816d2a50bd8ef2fc5e23ca801c6f5387816d2a50bd8ef2fc5e23ca801c
131,E000131,323,48,-1,12,6,19,3,12,Quinn Adams,Delta Employee 131,2020-05-11,2020-05-11,user131@example.com,E000131,0.0131,E000131,E000131,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77bb2e8995a35bc2b29c6b2274fb59f777bb2e8995a35bc2b29c6b2274fb59f7
132,E000132,306,50,-1,2,1,7,1,5,Jordan Reed,Granite Employee 132,2020-05-12,2020-05-12,user132@example.com,E000132,0.0132,E000132,E000132,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3a89ab70e10511eabd7073115136464a3a89ab70e10511eabd7073115136464
133,E000133,381,67,-1,39,8,6,4,5,Emerson Diaz,Quartz Employee 133,2020-05-13,2020-05-13,user133@example.com,E000133,0.0133,E000133,E000133,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9eedd0bdd5d355df8222daf117557dcc9eedd0bdd5d355df8222daf117557dcc
134,E000134,297,50,-1,47,1,19,3,11,Quinn Singh,Summit Employee 134,2020-05-14,2020-05-14,user134@example.com,E000134,0.0134,E000134,E000134,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79c6380e12885b9f8c1b874b6dbb30f279c6380e12885b9f8c1b874b6dbb30f2
135,E000135,221,34,-1,24,5,2,1,10,Alex Martin,Quartz Employee 135,2020-05-15,2020-05-15,user135@example.com,E000135,0.0135,E000135,E000135,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0977b840c97953c4b104cc00f2298e990977b840c97953c4b104cc00f2298e99
136,E000136,341,8,-1,46,1,34,4,2,Morgan Martin,Unity Employee 136,2020-05-16,2020-05-16,user136@example.com,E000136,0.0136,E000136,E000136,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,284cdbdbc2df5a05b9edd9495a38f13e284cdbdbc2df5a05b9edd9495a38f13e
137,E000137,123,37,-1,38,4,16,3,12,Riley Diaz,Zenith Employee 137,2020-05-17,2020-05-17,user137@example.com,E000137,0.0137,E000137,E000137,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03bbbbf615fc5fa4b840eb095376fa5c03bbbbf615fc5fa4b840eb095376fa5c
138,E000138,216,29,-1,31,3,16,1,5,Morgan Evans,Willow Employee 138,2020-05-18,2020-05-18,user138@example.com,E000138,0.0138,E000138,E000138,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2b4cb9234d55aaeba765ac979fc2005c2b4cb9234d55aaeba765ac979fc2005
139,E000139,421,56,-1,17,1,2,4,5,Casey Hughes,Willow Employee 139,2020-05-19,2020-05-19,user139@example.com,E000139,0.0139,E000139,E000139,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a66cdf10d935d048a816adca0dc60bb6a66cdf10d935d048a816adca0dc60bb
140,E000140,298,41,-1,44,3,27,4,12,Harper Martin,Orion Employee 140,2020-05-20,2020-05-20,user140@example.com,E000140,0.0140,E000140,E000140,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb2b69d21d0559b58708db20f4450d4acb2b69d21d0559b58708db20f4450d4a
141,E000141,482,55,-1,15,3,16,4,8,Taylor Evans,Pioneer Employee 141,2020-05-21,2020-05-21,user141@example.com,E000141,0.0141,E000141,E000141,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,566b394ebade5e2fab21e7bf22ef5160566b394ebade5e2fab21e7bf22ef5160
142,E000142,306,43,-1,32,6,33,4,7,Quinn Garcia,Vertex Employee 142,2020-05-22,2020-05-22,user142@example.com,E000142,0.0142,E000142,E000142,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b20f726cee215a27912b25f2cca1c9d2b20f726cee215a27912b25f2cca1c9d2
143,E000143,258,53,-1,3,7,26,4,10,Blair Martin,Vertex Employee 143,2020-05-23,2020-05-23,user143@example.com,E000143,0.0143,E000143,E000143,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d874f21f302f5689883bf0867410fa60d874f21f302f5689883bf0867410fa60
144,E000144,20,15,-1,37,3,19,3,8,Taylor Adams,Junction Employee 144,2020-05-24,2020-05-24,user144@example.com,E000144,0.0144,E000144,E000144,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45f1746f54835205883ca6bbb66d80f945f1746f54835205883ca6bbb66d80f9
145,E000145,258,61,-1,55,3,33,2,1,Finley Martin,Atlas Employee 145,2020-05-25,2020-05-25,user145@example.com,E000145,0.0145,E000145,E000145,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba50c43387a456b2b1a8c33a235c1b8eba50c43387a456b2b1a8c33a235c1b8e
146,E000146,333,23,-1,20,4,34,2,8,Riley Hughes,Meridian Employee 146,2020-05-26,2020-05-26,user146@example.com,E000146,0.0146,E000146,E000146,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2563b037b11e5b468738750430c6d41b2563b037b11e5b468738750430c6d41b
147,E000147,6,72,-1,42,3,32,2,9,Alex Adams,Orion Employee 147,2020-05-27,2020-05-27,user147@example.com,E000147,0.0147,E000147,E000147,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0347325c07345b03bcf692975b0baa120347325c07345b03bcf692975b0baa12
148,E000148,428,74,-1,7,5,7,1,7,Emerson Evans,Titan Employee 148,2020-05-28,2020-05-28,user148@example.com,E000148,0.0148,E000148,E000148,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76add99c61d55b158a6f657a7164a0be76add99c61d55b158a6f657a7164a0be
149,E000149,168,56,-1,17,7,27,1,5,Harper Khan,Summit Employee 149,2020-05-29,2020-05-29,user149@example.com,E000149,0.0149,E000149,E000149,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bf654428eb25c099061fff0884196ea7bf654428eb25c099061fff0884196ea
150,E000150,362,56,-1,40,7,38,4,11,Finley Garcia,Riverton Employee 150,2020-05-30,2020-05-30,user150@example.com,E000150,0.0150,E000150,E000150,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d409ccc509a753e3a43de71f263b9d06d409ccc509a753e3a43de71f263b9d06
151,E000151,275,73,-1,2,8,26,2,1,Riley Hughes,Quartz Employee 151,2020-05-31,2020-05-31,user151@example.com,E000151,0.0151,E000151,E000151,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,628614e5c6ad5ce59a4fc39c29e66e29628614e5c6ad5ce59a4fc39c29e66e29
152,E000152,221,14,-1,47,6,14,2,9,Blair Evans,Keystone Employee 152,2020-06-01,2020-06-01,user152@example.com,E000152,0.0152,E000152,E000152,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec8f71b0e8a75efb9d2d194686b6a6ffec8f71b0e8a75efb9d2d194686b6a6ff
153,E000153,173,44,-1,23,1,2,4,8,Jordan Garcia,Pioneer Employee 153,2020-06-02,2020-06-02,user153@example.com,E000153,0.0153,E000153,E000153,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c972a36af80255299763e03d1ad30033c972a36af80255299763e03d1ad30033
154,E000154,71,72,-1,18,6,31,2,1,Casey Bennett,Delta Employee 154,2020-06-03,2020-06-03,user154@example.com,E000154,0.0154,E000154,E000154,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b44deace717a50a9924e29520344e6b4b44deace717a50a9924e29520344e6b4
